sample_name,uploader,upload_date,overall_job_status,runtime_seconds,total_reads,nonhost_reads,nonhost_reads_percent,total_ercc_reads,subsampled_fraction,quality_control,compression_ratio,reads_after_star,reads_after_trimmomatic,reads_after_priceseq,reads_after_cdhitdup,reads_after_idseq_dedup,host_organism,notes,insert_size_median,insert_size_mode,insert_size_median_absolute_deviation,insert_size_min,insert_size_max,insert_size_mean,insert_size_standard_deviation,insert_size_read_pairs,sample_type,nucleotide_type,collection_location
P19_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,17755.0,20197672,2135120,10.571,0,1.0,93.736,1.12,4669198,4668940,4376706,"",3917938,Human,"",232,168,90,18,3749655,268.155,153.292,7764237,Nasopharyngeal Swab,DNA,International
P20_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,12725.0,19556696,471008,2.408,0,1.0,89.341,1.1,1514686,1514528,1353230,"",1230578,Human,"",230,162,90,18,4505787,264.345,149.8,9021005,Nasopharyngeal Swab,DNA,International
P21_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,16220.0,21999026,649836,2.954,0,1.0,90.046,1.12,2033714,2033496,1831284,"",1631972,Human,"",231,179,88,18,4180351,265.279,153.034,9982656,Nasopharyngeal Swab,DNA,International
P22_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,20229.0,18269078,5292763,28.971,2,0.418083,95.735,1.11,10299268,10299056,9859990,"",8900374,Human,"",226,168,92,18,3846040,258.795,151.998,3984905,Nasopharyngeal Swab,DNA,International
P23_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,22658.0,21714672,4136061,19.047,0,0.545974,95.899,1.13,8606340,8606166,8253366,"",7291910,Human,"",179,110,69,17,3642525,209.129,122.707,6554166,Nasopharyngeal Swab,DNA,International
P24_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,11768.0,21642540,1767776,8.168,0,1.0,93.644,1.14,5315370,5315124,4977500,"",4378924,Human,"",250,179,89,18,4344591,281.566,142.385,8163585,Nasopharyngeal Swab,DNA,International
P25_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,9630.0,17450766,174774,1.002,0,1.0,84.553,1.1,823200,823042,696044,"",631268,Human,"",261,179,89,18,3943583,289.997,143.871,8313783,Nasopharyngeal Swab,DNA,International
P26_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,21226.0,20937794,2240042,10.699,0,1.0,94.496,1.12,4840722,4840526,4574288,"",4076576,Human,"",240,180,95,18,4406544,268.81,146.939,8048536,Nasopharyngeal Swab,DNA,International
P27_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,21340.0,20026148,2362675,11.798,0,0.947976,93.488,1.12,4947798,4947596,4625602,"",4128240,Human,"",247,168,100,18,3752321,279.493,160.503,7539175,Nasopharyngeal Swab,DNA,International
P28_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,19141.0,19990746,3098556,15.5,0,0.722031,94.757,1.12,6564600,6564356,6220400,"",5550622,Human,"",268,176,102,17,3588100,300.961,163.877,6713073,Nasopharyngeal Swab,DNA,International
P29_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,25016.0,23229072,2336726,10.059,0,0.948653,95.0,1.11,5295952,5295816,5031160,"",4528458,Human,"",176,101,62,18,4347844,201.337,110.851,8966560,Nasopharyngeal Swab,DNA,International
P30_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,28700.0,22497882,2049276,9.109,0,1.0,94.818,1.1,4724916,4724808,4480058,"",4066246,Human,"",180,101,64,17,4161543,205.886,112.215,8886483,Nasopharyngeal Swab,DNA,International
P31_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,21741.0,20357720,3399458,16.699,4,0.653244,95.232,1.11,7154562,7154446,6813442,"",6120990,Human,"",201,69,95,18,4003931,234.469,149.177,6601579,Nasopharyngeal Swab,DNA,International
P33_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,14563.0,18023648,1473332,8.174,0,1.0,94.534,1.11,3595404,3595248,3398886,"",3067780,Human,"",238,168,81,15,4114115,270.123,137.982,7214122,Nasopharyngeal Swab,DNA,International
P34_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,24168.0,22532530,2706552,12.012,0,0.825073,94.228,1.12,5835396,5835174,5498552,"",4915830,Human,"",228,80,93,18,4109254,255.434,146.156,8348567,Nasopharyngeal Swab,DNA,International
P35_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,19848.0,20605172,3309507,16.062,2,0.675348,95.631,1.12,6984526,6984340,6679366,"",5963792,Human,"",214,168,76,18,3876565,239.666,127.272,6810323,Nasopharyngeal Swab,DNA,International
P36_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,16923.0,21468640,564710,2.63,0,1.0,90.756,1.11,1702598,1702438,1545204,"",1389104,Human,"",177,80,66,17,4075200,203.111,115.138,9883021,Nasopharyngeal Swab,DNA,International
P37_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,15138.0,18004110,422928,2.349,0,1.0,88.936,1.11,1254386,1254216,1115600,"",1005362,Human,"",253,188,85,18,4626840,281.851,138.721,8374862,Nasopharyngeal Swab,DNA,International
P38_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,18608.0,18680552,1994778,10.678,4,1.0,94.19,1.12,4215912,4215758,3970966,"",3558126,Human,"",212,176,80,18,3642686,244.252,135.935,7232320,Nasopharyngeal Swab,DNA,International
P01_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,21096.0,17377298,1769196,10.181,0,1.0,94.076,1.11,4306082,4305894,4050982,"",3660626,Human,"",254,178,97,18,4063712,289.285,165.743,6535608,Nasopharyngeal Swab,DNA,International
P02_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,26517.0,22081900,5884328,26.648,8,0.379715,96.125,1.12,12036616,12036424,11570146,"",10343706,Human,"",190,70,75,18,3578657,217.16,129.078,5022642,Nasopharyngeal Swab,DNA,International
P03_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,19568.0,19977940,4003995,20.042,0,0.562579,94.622,1.13,7602146,7601836,7193338,"",6386738,Human,"",292,222,102,18,4115008,320.031,161.094,6187897,Nasopharyngeal Swab,DNA,International
P04_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,20923.0,17559044,1928770,10.984,0,1.0,93.674,1.1,4378808,4378596,4101816,"",3739686,Human,"",263,170,96,18,3740127,289.993,149.009,6590118,Nasopharyngeal Swab,DNA,International
P05_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,23079.0,20344702,3185417,15.657,0,0.694113,95.145,1.11,6736312,6736150,6409250,"",5784186,Human,"",183,141,61,18,3588112,212.014,112.508,6804195,Nasopharyngeal Swab,DNA,International
P06_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,19358.0,16181160,1915014,11.835,0,1.0,94.462,1.11,4078528,4078322,3852644,"",3475132,Human,"",260,179,95,18,3855247,289.254,150.308,6051316,Nasopharyngeal Swab,DNA,International
P08_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,26315.0,19847310,2497226,12.582,0,0.889709,93.76,1.11,5756674,5756394,5397458,"",4853824,Human,"",274,183,101,18,4371572,303.974,162.079,7045318,Nasopharyngeal Swab,DNA,International
P09_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,11077.0,20715938,252448,1.219,0,1.0,82.907,1.1,1084564,1084324,899180,"",814058,Human,"",260,169,102,18,4356791,293.163,163.659,9815687,Nasopharyngeal Swab,DNA,International
P10_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,25330.0,18576170,5390028,29.016,2,0.407596,95.587,1.1,11329144,11329004,10829160,"",9855230,Human,"",214,168,79,18,4108486,242.471,132.333,3623513,Nasopharyngeal Swab,DNA,International
P11_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,25610.0,20686584,4073279,19.69,0,0.546398,94.525,1.11,8462882,8462662,7999542,"",7180870,Human,"",246,168,95,18,4281778,278.25,155.791,6111851,Nasopharyngeal Swab,DNA,International
P12_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,21314.0,20463846,2878039,14.064,2,0.768609,94.235,1.11,6520352,6520122,6144424,"",5545258,Human,"",225,80,97,11,4003958,263.645,162.366,6971747,Nasopharyngeal Swab,DNA,International
P13_DNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:33 -0800,COMPLETE,14793.0,19546192,283316,1.449,0,1.0,85.574,1.11,1182492,1182314,1011900,"",914608,Human,"",226,179,83,18,4480656,257.95,141.128,9181850,Nasopharyngeal Swab,DNA,International
NP_A_DNA_L001, Daniel Castaneda Mogollon,2021-03-06 21:35:54 -0800,COMPLETE,5091.0,26613104,191868,0.721,0,1.0,80.8,1.08,1102498,1102290,890820,"",827554,Human,"",220,166,88,14,4674810,259.535,148.493,12755303,Nasopharyngeal Swab,DNA,Canada
P07_gg_DNA_L001, Daniel Castaneda Mogollon,2021-03-07 20:18:16 -0800,COMPLETE,4620.0,17450766,174774,1.002,0,1.0,84.553,1.1,823200,823042,696044,"",631268,Human,"",261,179,89,18,3943583,289.997,143.871,8313783,Nasopharyngeal Swab,DNA,International
