sample_name,uploader,upload_date,overall_job_status,runtime_seconds,total_reads,nonhost_reads,nonhost_reads_percent,total_ercc_reads,subsampled_fraction,quality_control,compression_ratio,reads_after_star,reads_after_trimmomatic,reads_after_priceseq,reads_after_cdhitdup,reads_after_idseq_dedup,host_organism,notes,insert_size_median,insert_size_mode,insert_size_median_absolute_deviation,insert_size_min,insert_size_max,insert_size_mean,insert_size_standard_deviation,insert_size_read_pairs,sample_type,nucleotide_type,collection_location
P22_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,18157.0,18576568,8329587,44.839,2,0.314932,96.091,1.28,10831338,10830816,10407992,"",8129232,Human,"",150,113,42,11,3404459,171.579,82.536,3872615,Nasopharyngeal Swab,RNA,International
P23_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,23766.0,21482936,11273632,52.477,4,0.203907,95.844,1.14,18072830,18071998,17321780,"",15172708,Human,"",131,114,31,18,3304756,147.527,65.1165,1705053,Nasopharyngeal Swab,RNA,International
P24_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:29 -0800,COMPLETE,21488.0,23905484,14934735,62.474,0,0.17737,96.664,1.29,20096068,20095508,19425590,"",15092986,Human,"",141,113,35,17,2798372,159.363,72.0871,1904708,Nasopharyngeal Swab,RNA,International
P25_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,14603.0,15306918,626228,4.091,0,1.0,62.224,1.21,1881940,1879928,1171026,"",969318,Human,"",198,134,66,18,3702903,221.689,111.153,6712489,Nasopharyngeal Swab,RNA,International
P26_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,21305.0,16161688,6726499,41.62,2,0.414511,95.376,1.4,10538956,10537926,10051590,"",7172976,Human,"",137,113,36,18,3588115,158.328,74.3678,2811366,Nasopharyngeal Swab,RNA,International
P27_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,17272.0,15821540,7155525,45.226,4,0.435051,95.627,1.53,10170684,10169524,9725944,"",6363000,Human,"",150,116,43,18,3698093,171.686,82.6702,2825428,Nasopharyngeal Swab,RNA,International
P28_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,15094.0,12640954,5628645,44.527,0,0.616427,93.832,1.72,8135416,8133756,7633662,"",4448200,Human,"",158,114,45,18,2955969,178.689,85.2392,2252769,Nasopharyngeal Swab,RNA,International
P29_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,14747.0,16374540,6596952,40.288,0,0.414824,89.015,1.34,9292044,9289274,8271332,"",6173134,Human,"",152,113,46,18,3870122,176.202,88.7305,3541248,Nasopharyngeal Swab,RNA,International
P30_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,24474.0,18505296,8359828,45.175,6,0.308174,96.238,1.3,14099982,14099220,13569538,"",10465922,Human,"",148,114,41,18,2667930,167.499,78.8059,2202657,Nasopharyngeal Swab,RNA,International
P31_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,16140.0,15718784,9848055,62.652,0,0.33549,95.602,1.63,13201922,13200734,12621236,"",7758308,Human,"",140,115,33,18,3295442,157.03,68.2221,1258431,Nasopharyngeal Swab,RNA,International
P32_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,22282.0,22109910,14256358,64.479,0,0.192934,96.582,1.34,18216482,18215808,17593896,"",13171094,Human,"",143,114,37,14,2273888,160.384,71.5507,1946714,Nasopharyngeal Swab,RNA,International
P33_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,23426.0,21939494,5765137,26.277,2,0.423325,95.439,1.2,8506120,8505692,8118198,"",6790008,Human,"",184,135,56,17,3537992,206.941,99.973,6716687,Nasopharyngeal Swab,RNA,International
P34_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:30 -0800,COMPLETE,19497.0,20502664,6638068,32.377,0,0.35346,94.745,1.16,9947792,9947198,9425026,"",8130280,Human,"",158,114,46,18,4034335,181.712,88.9781,5277436,Nasopharyngeal Swab,RNA,International
P35_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,20403.0,19850992,9102849,45.856,0,0.261543,96.085,1.18,13272620,13272192,12752952,"",10851784,Human,"",150,113,43,18,4184966,172.025,83.9183,3289186,Nasopharyngeal Swab,RNA,International
P36_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,21544.0,22731316,7442500,32.741,0,0.357918,92.284,1.3,10692796,10691290,9867784,"",7566466,Human,"",144,113,38,17,3587767,163.276,75.083,6019260,Nasopharyngeal Swab,RNA,International
P37_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,25080.0,24149962,4000623,16.566,0,0.645678,80.89,1.29,7095694,7092016,5739672,"",4436224,Human,"",147,114,42,12,3395063,168.385,83.1332,8527134,Nasopharyngeal Swab,RNA,International
P38_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,19229.0,17773492,8964334,50.437,0,0.318079,92.564,1.37,12475158,12472780,11547538,"",8458244,Human,"",125,105,33,16,3608181,142.317,71.7214,2649167,Nasopharyngeal Swab,RNA,International
P01_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,12642.0,20429462,606162,2.967,0,1.0,82.012,1.16,1456142,1455742,1194208,"",1028754,Human,"",201,134,66,17,4628657,227.116,115.393,9486660,Nasopharyngeal Swab,RNA,International
P02_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,25552.0,17780890,5432729,30.554,16,0.584963,92.003,1.64,10159388,10156616,9346986,"",5688098,Human,"",170,122,60,17,4154420,200.067,118.414,3810751,Nasopharyngeal Swab,RNA,International
P03_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,21127.0,25512276,7640896,29.95,0,0.37571,93.713,1.38,10502234,10500830,9841940,"",7125008,Human,"",187,134,60,18,4627982,209.075,102.833,7505021,Nasopharyngeal Swab,RNA,International
P04_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:31 -0800,COMPLETE,16147.0,20047904,10247736,51.116,0,0.26491,96.805,1.33,13365290,13364860,12938222,"",9750506,Human,"",182,135,54,18,3227605,203.75,96.0984,3341307,Nasopharyngeal Swab,RNA,International
P05_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,16063.0,19172906,14700622,76.674,0,0.205826,97.732,1.48,18430476,18430366,18012400,"",12209006,Human,"",144,117,38,18,2329606,164.764,75.6264,371215,Nasopharyngeal Swab,RNA,International
P06_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,17060.0,17282568,11309432,65.438,0,0.266882,97.083,1.47,14308192,14307994,13890854,"",9471308,Human,"",157,117,43,18,3460501,178.2,81.6231,1487188,Nasopharyngeal Swab,RNA,International
P07_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,15135.0,13563106,4172597,30.764,0,0.591754,92.493,1.22,5979394,5978532,5530526,"",4535936,Human,"",187,134,56,17,3651974,210.619,102.06,3791856,Nasopharyngeal Swab,RNA,International
P08_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,20773.0,24982052,13320071,53.319,0,0.203133,92.054,1.34,19075860,19072694,17560084,"",13111560,Human,"",175,20,58,16,3207277,202.211,109.766,2953096,Nasopharyngeal Swab,RNA,International
P09_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,15169.0,21612280,333744,1.544,0,1.0,76.945,1.11,1198770,1198376,922392,"",832784,Human,"",204,145,67,18,4453312,230.21,116.246,10206755,Nasopharyngeal Swab,RNA,International
P10_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,22938.0,26074200,17193912,65.942,4,0.139167,96.795,1.18,25276838,25276354,24466608,"",20791568,Human,"",140,103,40,9,3565446,164.097,85.3928,398681,Nasopharyngeal Swab,RNA,International
P11_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,22897.0,25272776,14906514,58.982,0,0.16291,96.815,1.19,21156546,21155988,20482636,"",17147808,Human,"",172,124,55,18,2861124,196.785,100.374,2058115,Nasopharyngeal Swab,RNA,International
P12_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:32 -0800,COMPLETE,18468.0,23481582,16998498,72.391,2,0.181082,96.697,1.49,21201586,21201028,20501328,"",13722718,Human,"",159,113,48,18,2659509,182.828,92.3869,1139998,Nasopharyngeal Swab,RNA,International
P13_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:33 -0800,COMPLETE,16564.0,23542248,3126453,13.28,4,0.760822,92.216,1.18,4682664,4682180,4318168,"",3668164,Human,"",177,124,56,17,4228135,200.818,99.971,9429792,Nasopharyngeal Swab,RNA,International
P14_CDNA_L001_2, Daniel Castaneda Mogollon,2021-03-05 20:51:33 -0800,COMPLETE,16766.0,26607356,2756790,10.361,0,0.875726,92.874,1.18,4318852,4318504,4011076,"",3393052,Human,"",207,153,67,15,4123734,234.898,118.999,11144252,Nasopharyngeal Swab,RNA,International
P158cDNA_L001, Daniel Castaneda Mogollon,2021-03-07 11:17:11 -0800,COMPLETE,8111.0,21714858,2954533,13.606,0,0.930906,82.643,1.36,4406506,4403900,3641680,"",2682974,Human,"",152,116,46,16,4003910,175.555,92.2931,8654176,Throat swab,RNA,Canada
TS_D_cDNA_L001, Daniel Castaneda Mogollon,2021-03-07 11:32:04 -0800,COMPLETE,9027.0,45144918,18070555,40.028,0,0.176707,93.77,1.54,23141716,23140182,21700060,"",14097606,Human,"",136,93,47,13,3642226,157.091,86.22,11001601,Throat swab,RNA,Canada
